timestamp,spindle_id,tension_cN
2026-06-09T06:00:14.000,SP-001,44.38
2026-06-09T06:00:14.100,SP-001,53.74
2026-06-09T06:00:14.200,SP-001,50.83
2026-06-09T06:00:14.300,SP-001,46.29
2026-06-09T06:00:14.400,SP-001,43.01
2026-06-09T06:00:14.500,SP-001,48.40
2026-06-09T06:00:14.600,SP-001,51.14
2026-06-09T06:00:14.700,SP-001,51.12
2026-06-09T06:00:14.800,SP-001,46.32
2026-06-09T06:00:14.900,SP-001,47.74
2026-06-09T06:00:15.000,SP-001,50.03
2026-06-09T06:00:15.100,SP-001,54.57
2026-06-09T06:00:15.200,SP-001,52.84
2026-06-09T06:00:15.300,SP-001,44.87
2026-06-09T06:00:15.400,SP-001,46.35
2026-06-09T06:00:15.500,SP-001,50.64
2026-06-09T06:00:15.600,SP-001,51.36
2026-06-09T06:00:15.700,SP-001,50.96
2026-06-09T06:00:15.800,SP-001,43.93
2026-06-09T06:00:15.900,SP-001,46.80
2026-06-09T06:00:16.000,SP-001,48.23
2026-06-09T06:00:16.100,SP-001,48.91
2026-06-09T06:00:16.200,SP-001,52.06
2026-06-09T06:00:16.300,SP-001,45.85
2026-06-09T06:00:16.400,SP-001,44.10
2026-06-09T06:00:16.500,SP-001,46.22
2026-06-09T06:00:16.600,SP-001,53.31
2026-06-09T06:00:16.700,SP-001,50.17
2026-06-09T06:00:16.800,SP-001,44.98
2026-06-09T06:00:16.900,SP-001,44.45
2026-06-09T06:00:17.000,SP-001,47.78
2026-06-09T06:00:17.100,SP-001,50.42
2026-06-09T06:00:17.200,SP-001,51.52
2026-06-09T06:00:17.300,SP-001,49.62
2026-06-09T06:00:17.400,SP-001,43.62
2026-06-09T06:00:17.500,SP-001,48.13
2026-06-09T06:00:17.600,SP-001,51.49
2026-06-09T06:00:17.700,SP-001,51.48
2026-06-09T06:00:17.800,SP-001,47.82
2026-06-09T06:00:17.900,SP-001,43.69
2026-06-09T06:00:18.000,SP-001,51.11
2026-06-09T06:00:18.100,SP-001,51.60
2026-06-09T06:00:18.200,SP-001,51.20
2026-06-09T06:00:18.300,SP-001,46.57
2026-06-09T06:00:18.400,SP-001,46.34
2026-06-09T06:00:18.500,SP-001,49.11
2026-06-09T06:00:18.600,SP-001,52.46
2026-06-09T06:00:18.700,SP-001,51.33
2026-06-09T06:00:18.800,SP-001,47.41
2026-06-09T06:00:18.900,SP-001,46.27
2026-06-09T06:00:19.000,SP-001,49.76
2026-06-09T06:00:19.100,SP-001,53.65
2026-06-09T06:00:19.200,SP-001,52.44
2026-06-09T06:00:19.300,SP-001,47.87
2026-06-09T06:00:19.400,SP-001,45.49
2026-06-09T06:00:19.500,SP-001,46.64
2026-06-09T06:00:19.600,SP-001,53.57
2026-06-09T06:00:19.700,SP-001,49.98
2026-06-09T06:00:19.800,SP-001,45.66
2026-06-09T06:00:19.900,SP-001,45.20
2026-06-09T06:00:20.000,SP-001,45.99
2026-06-09T06:00:20.100,SP-001,52.46
2026-06-09T06:00:20.200,SP-001,48.69
2026-06-09T06:00:20.300,SP-001,46.50
2026-06-09T06:00:20.400,SP-001,43.99
2026-06-09T06:00:20.500,SP-001,51.24
2026-06-09T06:00:20.600,SP-001,51.93
2026-06-09T06:00:20.700,SP-001,48.47
2026-06-09T06:00:20.800,SP-001,47.09
2026-06-09T06:00:20.900,SP-001,46.85
2026-06-09T06:00:21.000,SP-001,47.64
2026-06-09T06:00:21.100,SP-001,50.62
2026-06-09T06:00:21.200,SP-001,52.12
2026-06-09T06:00:21.300,SP-001,48.02
2026-06-09T06:00:21.400,SP-001,46.32
2026-06-09T06:00:21.500,SP-001,51.64
2026-06-09T06:00:21.600,SP-001,51.30
2026-06-09T06:00:21.700,SP-001,50.70
2026-06-09T06:00:21.800,SP-001,47.07
2026-06-09T06:00:21.900,SP-001,46.71
2026-06-09T06:00:22.000,SP-001,47.78
2026-06-09T06:00:22.100,SP-001,53.16
2026-06-09T06:00:22.200,SP-001,50.88
2026-06-09T06:00:22.300,SP-001,48.22
2026-06-09T06:00:22.400,SP-001,45.94
2026-06-09T06:00:22.500,SP-001,48.29
2026-06-09T06:00:22.600,SP-001,51.19
2026-06-09T06:00:22.700,SP-001,52.90
2026-06-09T06:00:22.800,SP-001,47.07
2026-06-09T06:00:22.900,SP-001,46.11
2026-06-09T06:00:23.000,SP-001,49.31
2026-06-09T06:00:23.100,SP-001,49.72
2026-06-09T06:00:23.200,SP-001,51.04
2026-06-09T06:00:23.300,SP-001,47.49
2026-06-09T06:00:23.400,SP-001,42.65
2026-06-09T06:00:23.500,SP-001,50.88
2026-06-09T06:00:23.600,SP-001,53.70
2026-06-09T06:00:23.700,SP-001,49.95
2026-06-09T06:00:23.800,SP-001,45.81
2026-06-09T06:00:23.900,SP-001,45.12
2026-06-09T06:00:24.000,SP-001,48.36
2026-06-09T06:00:24.100,SP-001,51.82
2026-06-09T06:00:24.200,SP-001,49.97
2026-06-09T06:00:24.300,SP-001,46.44
2026-06-09T06:00:24.400,SP-001,46.82
2026-06-09T06:00:24.500,SP-001,46.42
2026-06-09T06:00:24.600,SP-001,51.96
2026-06-09T06:00:24.700,SP-001,52.70
2026-06-09T06:00:24.800,SP-001,45.79
2026-06-09T06:00:24.900,SP-001,46.05
2026-06-09T06:00:25.000,SP-001,49.33
2026-06-09T06:00:25.100,SP-001,51.44
2026-06-09T06:00:25.200,SP-001,53.40
2026-06-09T06:00:25.300,SP-001,44.40
2026-06-09T06:00:25.400,SP-001,45.22
2026-06-09T06:00:25.500,SP-001,51.71
2026-06-09T06:00:25.600,SP-001,52.16
2026-06-09T06:00:25.700,SP-001,51.78
2026-06-09T06:00:25.800,SP-001,45.37
2026-06-09T06:00:25.900,SP-001,46.41
2026-06-09T06:00:26.000,SP-001,48.98
2026-06-09T06:00:26.100,SP-001,51.60
2026-06-09T06:00:26.200,SP-001,51.24
2026-06-09T06:00:26.300,SP-001,45.70
2026-06-09T06:00:26.400,SP-001,46.13
2026-06-09T06:00:26.500,SP-001,46.56
2026-06-09T06:00:26.600,SP-001,55.00
2026-06-09T06:00:26.700,SP-001,50.13
2026-06-09T06:00:26.800,SP-001,47.56
2026-06-09T06:00:26.900,SP-001,47.64
2026-06-09T06:00:27.000,SP-001,51.36
2026-06-09T06:00:27.100,SP-001,52.04
2026-06-09T06:00:27.200,SP-001,51.43
2026-06-09T06:00:27.300,SP-001,47.95
2026-06-09T06:00:27.400,SP-001,46.10
2026-06-09T06:00:27.500,SP-001,50.19
2026-06-09T06:00:27.600,SP-001,51.04
2026-06-09T06:00:27.700,SP-001,50.61
2026-06-09T06:00:27.800,SP-001,49.34
2026-06-09T06:00:27.900,SP-001,44.31
2026-06-09T06:00:28.000,SP-001,47.61
2026-06-09T06:00:28.100,SP-001,54.38
2026-06-09T06:00:28.200,SP-001,51.99
2026-06-09T06:00:28.300,SP-001,47.81
2026-06-09T06:00:28.400,SP-001,47.40
2026-06-09T06:00:28.500,SP-001,49.12
2026-06-09T06:00:28.600,SP-001,52.33
2026-06-09T06:00:28.700,SP-001,50.09
2026-06-09T06:00:28.800,SP-001,46.99
2026-06-09T06:00:28.900,SP-001,46.21
2026-06-09T06:00:29.000,SP-001,46.65
2026-06-09T06:00:29.100,SP-001,52.93
2026-06-09T06:00:29.200,SP-001,50.63
2026-06-09T06:00:29.300,SP-001,45.81
2026-06-09T06:00:29.400,SP-001,44.67
2026-06-09T06:00:29.500,SP-001,48.90
2026-06-09T06:00:29.600,SP-001,52.66
2026-06-09T06:00:29.700,SP-001,49.82
2026-06-09T06:00:29.800,SP-001,49.66
2026-06-09T06:00:29.900,SP-001,44.23
2026-06-09T06:00:30.000,SP-001,50.18
2026-06-09T06:00:30.100,SP-001,50.10
2026-06-09T06:00:30.200,SP-001,51.97
2026-06-09T06:00:30.300,SP-001,46.81
2026-06-09T06:00:30.400,SP-001,46.17
2026-06-09T06:00:30.500,SP-001,48.27
2026-06-09T06:00:30.600,SP-001,51.86
2026-06-09T06:00:30.700,SP-001,49.60
2026-06-09T06:00:30.800,SP-001,47.38
2026-06-09T06:00:30.900,SP-001,47.03
2026-06-09T06:00:31.000,SP-001,47.42
2026-06-09T06:00:31.100,SP-001,50.33
2026-06-09T06:00:31.200,SP-001,51.27
2026-06-09T06:00:31.300,SP-001,46.06
2026-06-09T06:00:31.400,SP-001,46.23
2026-06-09T06:00:31.500,SP-001,47.58
2026-06-09T06:00:31.600,SP-001,50.96
2026-06-09T06:00:31.700,SP-001,54.39
2026-06-09T06:00:31.800,SP-001,49.95
2026-06-09T06:00:31.900,SP-001,43.78
2026-06-09T06:00:32.000,SP-001,47.99
2026-06-09T06:00:32.100,SP-001,50.93
2026-06-09T06:00:32.200,SP-001,52.53
2026-06-09T06:00:32.300,SP-001,48.11
2026-06-09T06:00:32.400,SP-001,45.73
2026-06-09T06:00:32.500,SP-001,47.80
2026-06-09T06:00:32.600,SP-001,50.23
2026-06-09T06:00:32.700,SP-001,50.47
2026-06-09T06:00:32.800,SP-001,46.14
2026-06-09T06:00:32.900,SP-001,47.38
2026-06-09T06:00:33.000,SP-001,46.80
2026-06-09T06:00:33.100,SP-001,51.03
2026-06-09T06:00:33.200,SP-001,50.16
2026-06-09T06:00:33.300,SP-001,46.50
2026-06-09T06:00:33.400,SP-001,45.59
2026-06-09T06:00:33.500,SP-001,49.42
2026-06-09T06:00:33.600,SP-001,52.81
2026-06-09T06:00:33.700,SP-001,49.63
2026-06-09T06:00:33.800,SP-001,47.21
2026-06-09T06:00:33.900,SP-001,47.73
2026-06-09T06:00:34.000,SP-001,47.75
2026-06-09T06:00:34.100,SP-001,53.61
2026-06-09T06:00:34.200,SP-001,49.18
2026-06-09T06:00:34.300,SP-001,47.21
2026-06-09T06:00:34.400,SP-001,45.49
2026-06-09T06:00:34.500,SP-001,49.07
2026-06-09T06:00:34.600,SP-001,52.42
2026-06-09T06:00:34.700,SP-001,54.14
2026-06-09T06:00:34.800,SP-001,47.01
2026-06-09T06:00:34.900,SP-001,45.29
2026-06-09T06:00:35.000,SP-001,49.39
2026-06-09T06:00:35.100,SP-001,50.64
2026-06-09T06:00:35.200,SP-001,48.54
2026-06-09T06:00:35.300,SP-001,49.00
2026-06-09T06:00:35.400,SP-001,45.92
2026-06-09T06:00:35.500,SP-001,49.95
2026-06-09T06:00:35.600,SP-001,52.65
2026-06-09T06:00:35.700,SP-001,52.09
2026-06-09T06:00:35.800,SP-001,44.68
2026-06-09T06:00:35.900,SP-001,42.84
2026-06-09T06:00:36.000,SP-001,49.06
2026-06-09T06:00:36.100,SP-001,54.29
2026-06-09T06:00:36.200,SP-001,52.40
2026-06-09T06:00:36.300,SP-001,48.99
2026-06-09T06:00:36.400,SP-001,43.86
2026-06-09T06:00:36.500,SP-001,49.58
2026-06-09T06:00:36.600,SP-001,52.05
2026-06-09T06:00:36.700,SP-001,49.37
2026-06-09T06:00:36.800,SP-001,46.49
2026-06-09T06:00:36.900,SP-001,46.34
2026-06-09T06:00:37.000,SP-001,48.85
2026-06-09T06:00:37.100,SP-001,54.32
2026-06-09T06:00:37.200,SP-001,52.10
2026-06-09T06:00:37.300,SP-001,44.79
2026-06-09T06:00:37.400,SP-001,46.85
2026-06-09T06:00:37.500,SP-001,48.25
2026-06-09T06:00:37.600,SP-001,52.85
2026-06-09T06:00:37.700,SP-001,53.21
2026-06-09T06:00:37.800,SP-001,46.28
2026-06-09T06:00:37.900,SP-001,44.22
2026-06-09T06:00:38.000,SP-001,47.40
2026-06-09T06:00:38.100,SP-001,52.35
2026-06-09T06:00:38.200,SP-001,49.90
2026-06-09T06:00:38.300,SP-001,45.25
2026-06-09T06:00:38.400,SP-001,44.38
2026-06-09T06:00:38.500,SP-001,50.10
2026-06-09T06:00:38.600,SP-001,50.57
2026-06-09T06:00:38.700,SP-001,49.88
2026-06-09T06:00:38.800,SP-001,47.58
2026-06-09T06:00:38.900,SP-001,44.76
2026-06-09T06:00:39.000,SP-001,49.78
2026-06-09T06:00:39.100,SP-001,53.89
2026-06-09T06:00:39.200,SP-001,52.04
2026-06-09T06:00:39.300,SP-001,47.15
2026-06-09T06:00:39.400,SP-001,47.42
2026-06-09T06:00:39.500,SP-001,46.97
2026-06-09T06:00:39.600,SP-001,53.30
2026-06-09T06:00:39.700,SP-001,50.99
2026-06-09T06:00:39.800,SP-001,46.69
2026-06-09T06:00:39.900,SP-001,46.99
2026-06-09T06:00:40.000,SP-001,49.42
2026-06-09T06:00:40.100,SP-001,55.28
2026-06-09T06:00:40.200,SP-001,50.70
2026-06-09T06:00:40.300,SP-001,49.18
2026-06-09T06:00:40.400,SP-001,45.89
2026-06-09T06:00:40.500,SP-001,50.11
2026-06-09T06:00:40.600,SP-001,50.98
2026-06-09T06:00:40.700,SP-001,48.89
2026-06-09T06:00:40.800,SP-001,46.61
2026-06-09T06:00:40.900,SP-001,45.76
2026-06-09T06:00:41.000,SP-001,48.55
2026-06-09T06:00:41.100,SP-001,51.84
2026-06-09T06:00:41.200,SP-001,52.75
2026-06-09T06:00:41.300,SP-001,44.62
2026-06-09T06:00:41.400,SP-001,44.81
2026-06-09T06:00:41.500,SP-001,49.33
2026-06-09T06:00:41.600,SP-001,50.35
2026-06-09T06:00:41.700,SP-001,47.82
2026-06-09T06:00:41.800,SP-001,46.22
2026-06-09T06:00:41.900,SP-001,46.52
2026-06-09T06:00:42.000,SP-001,47.45
2026-06-09T06:00:42.100,SP-001,53.54
2026-06-09T06:00:42.200,SP-001,52.75
2026-06-09T06:00:42.300,SP-001,45.47
2026-06-09T06:00:42.400,SP-001,44.50
2026-06-09T06:00:42.500,SP-001,49.52
2026-06-09T06:00:42.600,SP-001,50.17
2026-06-09T06:00:42.700,SP-001,49.67
2026-06-09T06:00:42.800,SP-001,45.64
2026-06-09T06:00:42.900,SP-001,48.03
2026-06-09T06:00:43.000,SP-001,47.45
2026-06-09T06:00:43.100,SP-001,51.60
2026-06-09T06:00:43.200,SP-001,52.18
2026-06-09T06:00:43.300,SP-001,47.37
2026-06-09T06:00:43.400,SP-001,45.02
2026-06-09T06:00:43.500,SP-001,48.60
2026-06-09T06:00:43.600,SP-001,52.64
2026-06-09T06:00:43.700,SP-001,49.96
2026-06-09T06:00:43.800,SP-001,46.52
2026-06-09T06:00:43.900,SP-001,45.21
2026-06-09T06:00:44.000,SP-001,49.46
2026-06-09T06:00:44.100,SP-001,50.05
2026-06-09T06:00:44.200,SP-001,51.32
2026-06-09T06:00:44.300,SP-001,46.56
2026-06-09T06:00:44.400,SP-001,47.24
2026-06-09T06:00:44.500,SP-001,47.81
2026-06-09T06:00:44.600,SP-001,51.15
2026-06-09T06:00:44.700,SP-001,52.17
2026-06-09T06:00:44.800,SP-001,43.80
2026-06-09T06:00:44.900,SP-001,45.15
2026-06-09T06:00:45.000,SP-001,46.75
2026-06-09T06:00:45.100,SP-001,52.27
2026-06-09T06:00:45.200,SP-001,49.19
2026-06-09T06:00:45.300,SP-001,45.94
2026-06-09T06:00:45.400,SP-001,47.25
2026-06-09T06:00:45.500,SP-001,49.09
2026-06-09T06:00:45.600,SP-001,49.18
2026-06-09T06:00:45.700,SP-001,49.69
2026-06-09T06:00:45.800,SP-001,46.94
2026-06-09T06:00:45.900,SP-001,45.26
2026-06-09T06:00:46.000,SP-001,48.97
2026-06-09T06:00:46.100,SP-001,50.30
2026-06-09T06:00:46.200,SP-001,52.56
2026-06-09T06:00:46.300,SP-001,49.78
2026-06-09T06:00:46.400,SP-001,44.99
2026-06-09T06:00:46.500,SP-001,47.76
2026-06-09T06:00:46.600,SP-001,47.63
2026-06-09T06:00:46.700,SP-001,48.84
2026-06-09T06:00:46.800,SP-001,50.88
2026-06-09T06:00:46.900,SP-001,43.63
2026-06-09T06:00:47.000,SP-001,51.16
2026-06-09T06:00:47.100,SP-001,50.58
2026-06-09T06:00:47.200,SP-001,51.98
2026-06-09T06:00:47.300,SP-001,47.17
2026-06-09T06:00:47.400,SP-001,41.68
2026-06-09T06:00:47.500,SP-001,46.55
2026-06-09T06:00:47.600,SP-001,51.02
2026-06-09T06:00:47.700,SP-001,50.35
2026-06-09T06:00:47.800,SP-001,47.12
2026-06-09T06:00:47.900,SP-001,46.32
2026-06-09T06:00:48.000,SP-001,48.28
2026-06-09T06:00:48.100,SP-001,53.03
2026-06-09T06:00:48.200,SP-001,52.09
2026-06-09T06:00:48.300,SP-001,48.09
2026-06-09T06:00:48.400,SP-001,45.93
2026-06-09T06:00:48.500,SP-001,48.36
2026-06-09T06:00:48.600,SP-001,52.16
2026-06-09T06:00:48.700,SP-001,49.82
2026-06-09T06:00:48.800,SP-001,48.47
2026-06-09T06:00:48.900,SP-001,49.17
2026-06-09T06:00:49.000,SP-001,48.08
2026-06-09T06:00:49.100,SP-001,52.73
2026-06-09T06:00:49.200,SP-001,49.22
2026-06-09T06:00:49.300,SP-001,45.55
2026-06-09T06:00:49.400,SP-001,45.79
2026-06-09T06:00:49.500,SP-001,49.44
2026-06-09T06:00:49.600,SP-001,54.48
2026-06-09T06:00:49.700,SP-001,52.41
2026-06-09T06:00:49.800,SP-001,46.07
2026-06-09T06:00:49.900,SP-001,44.04
2026-06-09T06:00:50.000,SP-001,47.84
2026-06-09T06:00:50.100,SP-001,51.90
2026-06-09T06:00:50.200,SP-001,49.29
2026-06-09T06:00:50.300,SP-001,47.03
2026-06-09T06:00:50.400,SP-001,45.47
2026-06-09T06:00:50.500,SP-001,46.73
2026-06-09T06:00:50.600,SP-001,48.94
2026-06-09T06:00:50.700,SP-001,50.57
2026-06-09T06:00:50.800,SP-001,44.54
2026-06-09T06:00:50.900,SP-001,44.89
2026-06-09T06:00:51.000,SP-001,49.09
2026-06-09T06:00:51.100,SP-001,52.57
2026-06-09T06:00:51.200,SP-001,52.05
2026-06-09T06:00:51.300,SP-001,48.35
2026-06-09T06:00:51.400,SP-001,46.12
2026-06-09T06:00:51.500,SP-001,47.02
2026-06-09T06:00:51.600,SP-001,50.48
2026-06-09T06:00:51.700,SP-001,48.94
2026-06-09T06:00:51.800,SP-001,43.53
2026-06-09T06:00:51.900,SP-001,45.24
2026-06-09T06:00:52.000,SP-001,48.53
2026-06-09T06:00:52.100,SP-001,53.59
2026-06-09T06:00:52.200,SP-001,50.43
2026-06-09T06:00:52.300,SP-001,47.33
2026-06-09T06:00:52.400,SP-001,47.75
2026-06-09T06:00:52.500,SP-001,48.43
2026-06-09T06:00:52.600,SP-001,50.11
2026-06-09T06:00:52.700,SP-001,50.80
2026-06-09T06:00:52.800,SP-001,47.30
2026-06-09T06:00:52.900,SP-001,46.00
2026-06-09T06:00:53.000,SP-001,48.66
2026-06-09T06:00:53.100,SP-001,52.22
2026-06-09T06:00:53.200,SP-001,52.79
2026-06-09T06:00:53.300,SP-001,45.38
2026-06-09T06:00:53.400,SP-001,42.94
2026-06-09T06:00:53.500,SP-001,50.26
2026-06-09T06:00:53.600,SP-001,52.40
2026-06-09T06:00:53.700,SP-001,49.40
2026-06-09T06:00:53.800,SP-001,42.59
2026-06-09T06:00:53.900,SP-001,44.04
2026-06-09T06:00:54.000,SP-001,47.89
2026-06-09T06:00:54.100,SP-001,53.67
2026-06-09T06:00:54.200,SP-001,50.16
2026-06-09T06:00:54.300,SP-001,48.17
2026-06-09T06:00:54.400,SP-001,43.81
2026-06-09T06:00:54.500,SP-001,48.09
2026-06-09T06:00:54.600,SP-001,53.74
2026-06-09T06:00:54.700,SP-001,49.55
2026-06-09T06:00:54.800,SP-001,46.58
2026-06-09T06:00:54.900,SP-001,46.79
2026-06-09T06:00:55.000,SP-001,49.32
2026-06-09T06:00:55.100,SP-001,51.48
2026-06-09T06:00:55.200,SP-001,52.22
2026-06-09T06:00:55.300,SP-001,44.91
2026-06-09T06:00:55.400,SP-001,44.99
2026-06-09T06:00:55.500,SP-001,49.22
2026-06-09T06:00:55.600,SP-001,51.38
2026-06-09T06:00:55.700,SP-001,49.13
2026-06-09T06:00:55.800,SP-001,47.51
2026-06-09T06:00:55.900,SP-001,45.33
2026-06-09T06:00:56.000,SP-001,48.88
2026-06-09T06:00:56.100,SP-001,53.42
2026-06-09T06:00:56.200,SP-001,50.71
2026-06-09T06:00:56.300,SP-001,48.66
2026-06-09T06:00:56.400,SP-001,44.02
2026-06-09T06:00:56.500,SP-001,51.27
2026-06-09T06:00:56.600,SP-001,51.76
2026-06-09T06:00:56.700,SP-001,49.87
2026-06-09T06:00:56.800,SP-001,47.16
2026-06-09T06:00:56.900,SP-001,44.69
2026-06-09T06:00:57.000,SP-001,48.64
2026-06-09T06:00:57.100,SP-001,53.30
2026-06-09T06:00:57.200,SP-001,49.07
2026-06-09T06:00:57.300,SP-001,47.63
2026-06-09T06:00:57.400,SP-001,45.01
2026-06-09T06:00:57.500,SP-001,52.09
2026-06-09T06:00:57.600,SP-001,53.81
2026-06-09T06:00:57.700,SP-001,51.07
2026-06-09T06:00:57.800,SP-001,44.25
2026-06-09T06:00:57.900,SP-001,45.39
2026-06-09T06:00:58.000,SP-001,50.24
